zone_id,base_context_id,source_dataset,sample_count,context_sample_count,context_cluster_count,label_nunique,zone_label_dominance_ratio,sample_count_risk_flag,soil_color_mode,soil_color_nunique,soil_color_dominant_ratio,soil_color_missing_ratio,ph_mean,ph_std,ph_min,ph_max,ph_median,ph_count,ph_range,ph_cv,ph_missing_ratio,nitrogen_mean,nitrogen_std,nitrogen_min,nitrogen_max,nitrogen_median,nitrogen_count,nitrogen_range,nitrogen_cv,nitrogen_missing_ratio,phosphorus_mean,phosphorus_std,phosphorus_min,phosphorus_max,phosphorus_median,phosphorus_count,phosphorus_range,phosphorus_cv,phosphorus_missing_ratio,potassium_mean,potassium_std,potassium_min,potassium_max,potassium_median,potassium_count,potassium_range,potassium_cv,potassium_missing_ratio,zinc_mean,zinc_std,zinc_min,zinc_max,zinc_median,zinc_count,zinc_range,zinc_cv,zinc_missing_ratio,sulfur_mean,sulfur_std,sulfur_min,sulfur_max,sulfur_median,sulfur_count,sulfur_range,sulfur_cv,sulfur_missing_ratio,soil_moisture_surface_mean,soil_moisture_surface_std,soil_moisture_surface_min,soil_moisture_surface_max,soil_moisture_surface_median,soil_moisture_surface_count,soil_moisture_surface_range,soil_moisture_surface_cv,soil_moisture_surface_missing_ratio,wind_speed_10m_mean,wind_speed_10m_std,wind_speed_10m_min,wind_speed_10m_max,wind_speed_10m_median,wind_speed_10m_count,wind_speed_10m_range,wind_speed_10m_cv,wind_speed_10m_missing_ratio,specific_humidity_mean_mean,specific_humidity_mean_std,specific_humidity_mean_min,specific_humidity_mean_max,specific_humidity_mean_median,specific_humidity_mean_count,specific_humidity_mean_range,specific_humidity_mean_cv,specific_humidity_mean_missing_ratio,temperature_mean_mean,temperature_mean_std,temperature_mean_min,temperature_mean_max,temperature_mean_median,temperature_mean_count,temperature_mean_range,temperature_mean_cv,temperature_mean_missing_ratio,temperature_seasonal_range_mean,temperature_seasonal_range_std,temperature_seasonal_range_min,temperature_seasonal_range_max,temperature_seasonal_range_median,temperature_seasonal_range_count,temperature_seasonal_range_range,temperature_seasonal_range_cv,temperature_seasonal_range_missing_ratio,rainfall_mean_mean,rainfall_mean_std,rainfall_mean_min,rainfall_mean_max,rainfall_mean_median,rainfall_mean_count,rainfall_mean_range,rainfall_mean_cv,rainfall_mean_missing_ratio,rainfall_total_proxy_mean,rainfall_total_proxy_std,rainfall_total_proxy_min,rainfall_total_proxy_max,rainfall_total_proxy_median,rainfall_total_proxy_count,rainfall_total_proxy_range,rainfall_total_proxy_cv,rainfall_total_proxy_missing_ratio,cloud_amount_mean,cloud_amount_std,cloud_amount_min,cloud_amount_max,cloud_amount_median,cloud_amount_count,cloud_amount_range,cloud_amount_cv,cloud_amount_missing_ratio,surface_pressure_mean,surface_pressure_std,surface_pressure_min,surface_pressure_max,surface_pressure_median,surface_pressure_count,surface_pressure_range,surface_pressure_cv,surface_pressure_missing_ratio,zone_target
zone_11_01,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,45,353,14,4,0.6222222222222222,ok,red,4,0.9117647058823529,0.0,4.976470588235294,0.2118587630294549,4.5,5.3,5.0,34,0.7999999999999998,0.04257209186171079,0.0,0.2162294117647059,0.014961678916723552,0.191,0.25,0.2158,34,0.059,0.06919354214867117,0.0,3.077058823529412,1.648713969738443,1.0,10.0,3.0,34,9.0,0.5358084015590429,0.0,213.2941176470588,82.46377695572718,76.0,493.0,210.0,34,417.0,0.3866200243373862,0.0,1.07,0.3180337317729906,0.6,1.88,1.0,34,1.2799999999999998,0.2972277867037295,0.0,16.53235294117647,2.328833833310763,13.0,21.0,16.0,34,8.0,0.14086523809387289,0.0,0.7,0.0,0.7,0.7,0.7,34,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,34,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,34,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,34,0.0,0.0,0.0,24.566666667,0.0,24.566666667,24.566666667,24.566666667,34,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,34,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,34,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,34,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,34,0.0,0.0,0.0,Maize
zone_11_05,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,13,353,14,3,0.8461538461538461,ok,brown,8,0.2727272727272727,0.0,6.2318181818181815,0.37857147757902154,5.87,7.2,6.12,11,1.33,0.06074815832777881,0.0,0.1029090909090909,0.014754352208447138,0.08,0.12,0.103,11,0.039999999999999994,0.1433726804707761,0.0,2.2572727272727273,1.37213039401575,0.73,5.06,2.0,11,4.33,0.607870895456031,0.0,245.1818181818182,66.00729987178417,190.0,422.0,222.0,11,232.0,0.2692177599516596,0.0,0.9763636363636364,0.3728075301619516,0.58,1.7,0.85,11,1.12,0.38183266590144016,0.0,7.207272727272727,1.742974990693159,4.04,11.0,7.28,11,6.96,0.2418355814533899,0.0,0.7,0.0,0.7,0.7,0.7,11,0.0,0.0,0.0,0.05999999999999999,0.0,0.06,0.06,0.06,11,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,11,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,11,0.0,0.0,0.0,24.566666666999996,0.0,24.566666667,24.566666667,24.566666667,11,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,11,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,11,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,11,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,11,0.0,0.0,0.0,Teff
zone_11_06,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,61,353,14,5,0.7213114754098361,ok,red,5,0.7735849056603774,0.0,5.244150943396226,0.1868404704375465,4.8,5.7,5.2,53,0.9000000000000004,0.03562835480028051,0.0,0.19928490566037735,0.01656085974433991,0.1621,0.2601,0.201,53,0.098,0.0831014255167074,0.0,2.7409433962264154,1.1548131120044813,0.98,6.0,3.0,53,5.02,0.4213195768998245,0.0,297.811320754717,107.00935555860626,113.0,544.0,285.0,53,431.0,0.3593193008493495,0.0,1.2084905660377359,0.28014691356236576,0.6,1.8,1.2,53,1.2000000000000002,0.23181555689001382,0.0,12.210943396226414,1.6765007790391901,8.0,16.0,12.0,53,8.0,0.13729494312104373,0.0,0.6999999999999998,0.0,0.7,0.7,0.7,53,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,53,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,53,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,53,0.0,0.0,0.0,24.566666667,0.0,24.566666667,24.566666667,24.566666667,53,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,53,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,53,0.0,0.0,0.0,48.61999999999999,0.0,48.62,48.62,48.62,53,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,53,0.0,0.0,0.0,Maize
zone_11_07,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,55,353,14,6,0.6181818181818182,ok,red,3,0.8372093023255814,0.0,5.006976744186047,0.15945644104001327,4.7,5.3,5.0,43,0.5999999999999996,0.03184685074185123,0.0,0.16713488372093022,0.017061051211415375,0.1185,0.192,0.169,43,0.07350000000000001,0.10207953499344093,0.0,3.0,1.0910894511799623,1.0,5.0,3.0,43,4.0,0.3636964837266541,0.0,200.1627906976744,81.62688931163092,84.0,388.0,187.0,43,304.0,0.40780251427909026,0.0,1.1744186046511629,0.436486525868409,0.4,2.4,1.2,43,2.0,0.3716617943037938,0.0,16.511627906976745,1.4371283042972132,14.0,19.0,17.0,43,5.0,0.08703734800673263,0.0,0.7,0.0,0.7,0.7,0.7,43,0.0,0.0,0.0,0.060000000000000005,0.0,0.06,0.06,0.06,43,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,43,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,43,0.0,0.0,0.0,24.566666667,0.0,24.566666667,24.566666667,24.566666667,43,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,43,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,43,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,43,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,43,0.0,0.0,0.0,Maize
zone_11_08,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,21,353,14,4,0.7142857142857143,ok,red,2,0.875,0.0,5.0375,0.21870832936432333,4.7,5.5,5.05,16,0.7999999999999998,0.04341604553137932,0.0,0.1494625,0.02280490809745423,0.1172,0.1894,0.1431,16,0.07220000000000001,0.15257946372805373,0.0,3.0,1.7511900715418263,1.0,8.0,2.5,16,7.0,0.5837300238472755,0.0,240.5,95.03543198898679,88.0,464.0,211.5,16,376.0,0.3951577213679284,0.0,1.0,0.282842712474619,0.6,1.6,1.0,16,1.0,0.282842712474619,0.0,20.5,2.033060090930254,18.0,25.0,20.0,16,7.0,0.0991736629722075,0.0,0.7,0.0,0.7,0.7,0.7,16,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,16,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,16,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,16,0.0,0.0,0.0,24.566666667,0.0,24.566666667,24.566666667,24.566666667,16,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,16,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,16,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,16,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,16,0.0,0.0,0.0,Maize
zone_11_09,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,8,353,14,3,0.75,ok,red,3,0.7142857142857143,0.0,5.028571428571428,0.24299715851758236,4.6,5.3,5.1,7,0.7000000000000002,0.04832329856883741,0.0,0.20732857142857145,0.03410721889794566,0.164,0.241,0.228,7,0.07699999999999999,0.16450804953188147,0.0,4.428571428571429,1.9880595947760098,2.0,8.0,4.0,7,6.0,0.44891668269135704,0.0,383.85714285714283,154.55573813506953,174.0,564.0,384.0,7,390.0,0.40263869257368323,0.0,3.8000000000000003,0.6324555320336758,2.8,4.5,3.7,7,1.7000000000000002,0.1664356663246515,0.0,10.857142857142858,4.180453381654971,3.0,17.0,11.0,7,14.0,0.38504175883664205,0.0,0.7,0.0,0.7,0.7,0.7,7,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,7,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,7,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,7,0.0,0.0,0.0,24.566666667,0.0,24.566666667,24.566666667,24.566666667,7,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,7,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,7,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,7,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,7,0.0,0.0,0.0,Maize
zone_11_11,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,10,353,14,2,0.9,ok,red,2,0.9,0.0,5.35,0.1581138830084192,5.1,5.5,5.4,10,0.40000000000000036,0.02955399682400359,0.0,0.23609999999999998,0.033264629196122955,0.1586,0.282,0.2344,10,0.12339999999999998,0.140892118577395,0.0,6.7,2.907843798341919,3.0,11.0,6.0,10,8.0,0.43400653706595804,0.0,870.3,130.62588649353626,703.0,1116.0,887.5,10,413.0,0.15009294093247877,0.0,2.4899999999999998,0.597122730730924,1.6,3.6,2.45,10,2.0,0.23980832559474863,0.0,12.0,3.559026084010437,6.0,18.0,11.5,10,12.0,0.2965855070008698,0.0,0.7,0.0,0.7,0.7,0.7,10,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,10,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,10,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,10,0.0,0.0,0.0,24.566666667,0.0,24.566666667,24.566666667,24.566666667,10,0.0,0.0,0.0,6.7183333332499995,0.0,6.71833333325,6.71833333325,6.71833333325,10,0.0,0.0,0.0,26.873333332999998,0.0,26.873333333,26.873333333,26.873333333,10,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,10,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,10,0.0,0.0,0.0,Maize
zone_11_12,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,9,353,14,1,1.0,ok,red,2,0.7777777777777778,0.0,5.866666666666666,0.22360679774997902,5.6,6.3,5.8,9,0.7000000000000002,0.038114795071019156,0.0,0.23994444444444443,0.030210681517929692,0.189,0.2776,0.2341,9,0.08860000000000001,0.12590698479340923,0.0,9.333333333333334,2.598076211353316,5.0,12.0,11.0,9,7.0,0.27836530835928386,0.0,796.7777777777778,134.7504895888859,585.0,994.0,806.0,9,409.0,0.16911928689164316,0.0,3.644444444444444,0.5918426968188235,2.7,4.4,3.5,9,1.7000000000000002,0.1623958619319943,0.0,11.0,3.872983346207417,3.0,17.0,11.0,9,14.0,0.35208939510976517,0.0,0.7,0.0,0.7,0.7,0.7,9,0.0,0.0,0.0,0.060000000000000005,0.0,0.06,0.06,0.06,9,0.0,0.0,0.0,11.013333333999999,0.0,11.013333333999999,11.013333333999999,11.013333333999999,9,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,9,0.0,0.0,0.0,24.566666667,0.0,24.566666667,24.566666667,24.566666667,9,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,9,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,9,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,9,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,9,0.0,0.0,0.0,Maize
zone_11_13,11,mendeley_8v757rr4st_crop_recommendation_soil_weather,25,353,14,4,0.72,ok,red,3,0.6666666666666666,0.0,5.203333333333333,0.19450420061780418,4.8,5.68,5.2,24,0.8799999999999999,0.03738069198292201,0.0,0.19093749999999998,0.02703837550593599,0.12,0.2344,0.1972,24,0.1144,0.1416085132880445,0.0,5.229166666666667,3.223484364670529,2.0,13.0,4.0,24,11.0,0.6164432251162764,0.0,344.7083333333333,103.82321059363852,119.0,558.0,344.5,24,439.0,0.30119147277255226,0.0,2.4079166666666665,0.36763615243839953,1.8,3.3,2.3,24,1.4999999999999998,0.15267810449076985,0.0,12.4125,2.0864599726309883,9.0,18.0,13.0,24,9.0,0.16809345197429915,0.0,0.6999999999999998,0.0,0.7,0.7,0.7,24,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,24,0.0,0.0,0.0,11.013333334,0.0,11.013333333999999,11.013333333999999,11.013333333999999,24,0.0,0.0,0.0,19.975833332875,0.0,19.975833332875,19.975833332875,19.975833332875,24,0.0,0.0,0.0,24.566666667000003,0.0,24.566666667,24.566666667,24.566666667,24,0.0,0.0,0.0,6.71833333325,0.0,6.71833333325,6.71833333325,6.71833333325,24,0.0,0.0,0.0,26.873333333,0.0,26.873333333,26.873333333,26.873333333,24,0.0,0.0,0.0,48.62,0.0,48.62,48.62,48.62,24,0.0,0.0,0.0,81.38,0.0,81.38,81.38,81.38,24,0.0,0.0,0.0,Maize
zone_12_00,12,mendeley_8v757rr4st_crop_recommendation_soil_weather,62,682,27,7,0.6129032258064516,ok,brown,5,0.5,0.0,5.910576923076923,0.17470887225681714,5.5,6.3,6.0,52,0.7999999999999998,0.02955868344673659,0.0,0.09401901401923077,0.01993435869440658,0.0616,0.151666688,0.0966274835,52,0.09006668799999999,0.21202475799553888,0.0,4.500961538461539,6.6475748960422925,0.05,35.0,2.0,52,34.95,1.4769232838889093,0.0,198.7684615384615,74.42013137887807,78.0,456.0,183.615,52,378.0,0.37440613466979944,0.0,1.1892307692307693,0.3420230823184487,0.5,2.0,1.1,52,1.5,0.2876002632690707,0.0,5.019615384615384,1.5198709459384019,0.05,8.0,5.0,52,7.95,0.30278633510381164,0.0,0.77,0.0,0.77,0.77,0.77,52,0.0,0.0,0.0,36.06,0.0,36.06,36.06,36.06,52,0.0,0.0,0.0,10.235000001749999,0.0,10.235000001749999,10.235000001749999,10.235000001749999,52,0.0,0.0,0.0,16.8074999995,0.0,16.8074999995,16.8074999995,16.8074999995,52,0.0,0.0,0.0,22.816666667,0.0,22.816666667,22.816666667,22.816666667,52,0.0,0.0,0.0,7.6450000007500005,0.0,7.6450000007500005,7.6450000007500005,7.6450000007500005,52,0.0,0.0,0.0,30.580000003000002,0.0,30.580000003000002,30.580000003000002,30.580000003000002,52,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,52,0.0,0.0,0.0,77.29,0.0,77.29,77.29,77.29,52,0.0,0.0,0.0,Teff
zone_12_06,12,mendeley_8v757rr4st_crop_recommendation_soil_weather,18,682,27,6,0.6666666666666666,ok,red,4,0.5,0.0,5.807142857142857,0.015406577730392928,5.8,5.85,5.8,14,0.04999999999999982,0.002653039215565818,0.0,0.24570910157142856,0.009109638182163943,0.2289,0.250293402,0.250293402,14,0.021393402000000006,0.0370748910964364,0.0,4.473571428571428,3.6506808788390255,1.0,14.0,3.5,14,13.0,0.8160551222057538,0.0,127.465,89.263504882153,42.0,358.0,92.755,14,316.0,0.7002981593547484,0.0,1.1521428571428571,0.33383963380476717,0.4,1.73,1.1,14,1.33,0.28975541681752887,0.0,15.397857142857143,2.480211462980304,11.0,19.0,15.5,14,8.0,0.16107510544938652,0.0,0.7700000000000001,0.0,0.77,0.77,0.77,14,0.0,0.0,0.0,36.06,0.0,36.06,36.06,36.06,14,0.0,0.0,0.0,10.235000001749999,0.0,10.235000001749999,10.235000001749999,10.235000001749999,14,0.0,0.0,0.0,16.8074999995,0.0,16.8074999995,16.8074999995,16.8074999995,14,0.0,0.0,0.0,22.816666667,0.0,22.816666667,22.816666667,22.816666667,14,0.0,0.0,0.0,7.6450000007500005,0.0,7.6450000007500005,7.6450000007500005,7.6450000007500005,14,0.0,0.0,0.0,30.580000003000002,0.0,30.580000003000002,30.580000003000002,30.580000003000002,14,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,14,0.0,0.0,0.0,77.29,0.0,77.29,77.29,77.29,14,0.0,0.0,0.0,Wheat
zone_12_14,12,mendeley_8v757rr4st_crop_recommendation_soil_weather,55,682,27,8,0.6181818181818182,ok,brown,5,0.5652173913043478,0.0,6.339565217391304,0.19125267198411305,6.01,6.74,6.37,46,0.7300000000000004,0.03016810544979494,0.0,0.13139134252173915,0.031575809648282945,0.0739,0.2289,0.1209,46,0.155,0.24031879911006024,0.0,3.883695652173913,3.4627390306234305,0.05,16.0,2.8,46,15.95,0.8916092662114626,0.0,171.8695652173913,71.27181418754923,50.0,331.0,154.5,46,281.0,0.4146854860393706,0.0,1.0630434782608695,0.3164797312464972,0.6,1.7,1.0,46,1.1,0.2977109946286068,0.0,4.958695652173913,2.2558640706642787,0.05,9.3,5.1,46,9.25,0.45493093928345824,0.0,0.77,0.0,0.77,0.77,0.77,46,0.0,0.0,0.0,36.06,0.0,36.06,36.06,36.06,46,0.0,0.0,0.0,10.235000001749999,0.0,10.235000001749999,10.235000001749999,10.235000001749999,46,0.0,0.0,0.0,16.8074999995,0.0,16.8074999995,16.8074999995,16.8074999995,46,0.0,0.0,0.0,22.816666667,0.0,22.816666667,22.816666667,22.816666667,46,0.0,0.0,0.0,7.645000000750001,0.0,7.6450000007500005,7.6450000007500005,7.6450000007500005,46,0.0,0.0,0.0,30.580000003000006,0.0,30.580000003000002,30.580000003000002,30.580000003000002,46,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,46,0.0,0.0,0.0,77.29,0.0,77.29,77.29,77.29,46,0.0,0.0,0.0,Teff
zone_12_20,12,mendeley_8v757rr4st_crop_recommendation_soil_weather,25,682,27,5,0.64,ok,brown,4,0.5,0.0,7.1395,0.4253602188609949,6.59,7.8,6.98,20,1.21,0.05957843250381608,0.0,0.09252483824999999,0.021654344463033152,0.0467,0.120529872,0.097377506,20,0.07382987199999999,0.2340381769111945,0.0,3.697,3.000056315260905,0.05,10.24,2.4,20,10.19,0.8114839911444158,0.0,229.27550000000002,131.91501293097363,83.0,540.0,211.255,20,457.0,0.575355905585087,0.0,1.1800000000000002,0.3819616955168479,0.6,2.2,1.25,20,1.6,0.3236963521329219,0.0,3.5335,2.0215868571626183,0.05,7.0,3.4,20,6.95,0.5721202369216409,0.0,0.77,0.0,0.77,0.77,0.77,20,0.0,0.0,0.0,36.06,0.0,36.06,36.06,36.06,20,0.0,0.0,0.0,10.235000001749999,0.0,10.235000001749999,10.235000001749999,10.235000001749999,20,0.0,0.0,0.0,16.8074999995,0.0,16.8074999995,16.8074999995,16.8074999995,20,0.0,0.0,0.0,22.816666667,0.0,22.816666667,22.816666667,22.816666667,20,0.0,0.0,0.0,7.6450000007500005,0.0,7.6450000007500005,7.6450000007500005,7.6450000007500005,20,0.0,0.0,0.0,30.580000003000002,0.0,30.580000003000002,30.580000003000002,30.580000003000002,20,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,20,0.0,0.0,0.0,77.29,0.0,77.29,77.29,77.29,20,0.0,0.0,0.0,Teff
zone_12_22,12,mendeley_8v757rr4st_crop_recommendation_soil_weather,10,682,27,2,0.6,ok,brown,3,0.7,0.0,5.45,0.24152294576982403,5.3,5.8,5.3,10,0.5,0.04431613683849982,0.0,0.2346180206,0.010817040833695737,0.2279,0.250293402,0.2279,10,0.022393402000000007,0.04610490194245436,0.0,7.858,3.395856298490853,2.0,13.0,8.5,10,11.0,0.4321527485989887,0.0,146.38600000000002,71.50610855024905,74.0,283.0,127.81,10,209.0,0.4884764154376036,0.0,1.247,0.3711259145417421,0.7,2.06,1.2,10,1.36,0.29761500765175786,0.0,22.999000000000002,3.157187391052711,19.0,29.0,22.5,10,10.0,0.13727498547992134,0.0,0.77,0.0,0.77,0.77,0.77,10,0.0,0.0,0.0,36.06,0.0,36.06,36.06,36.06,10,0.0,0.0,0.0,10.235000001749999,0.0,10.235000001749999,10.235000001749999,10.235000001749999,10,0.0,0.0,0.0,16.8074999995,0.0,16.8074999995,16.8074999995,16.8074999995,10,0.0,0.0,0.0,22.816666667,0.0,22.816666667,22.816666667,22.816666667,10,0.0,0.0,0.0,7.6450000007500005,0.0,7.6450000007500005,7.6450000007500005,7.6450000007500005,10,0.0,0.0,0.0,30.580000003000002,0.0,30.580000003000002,30.580000003000002,30.580000003000002,10,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,10,0.0,0.0,0.0,77.29,0.0,77.29,77.29,77.29,10,0.0,0.0,0.0,Barley
zone_14_04,14,mendeley_8v757rr4st_crop_recommendation_soil_weather,9,617,25,3,0.6666666666666666,ok,black,3,0.5,0.0,7.31625,0.43473924861428614,6.91,8.0,7.125,8,1.0899999999999999,0.05942104884528086,0.0,0.112614167625,0.043759098835595596,0.0434,0.176938188,0.11374999999999999,8,0.133538188,0.38857543201235023,0.0,6.26125,6.523847325663855,1.5,21.8,4.5,8,20.3,1.0419400799622847,0.0,320.875,145.49269741124468,129.0,526.0,313.0,8,397.0,0.453424845847276,0.0,1.25375,0.31968455434336246,0.8,1.71,1.26,8,0.9099999999999999,0.2549826953885244,0.0,6.0424999999999995,2.8235577860969254,0.05,9.77,6.3,8,9.719999999999999,0.4672830427963468,0.0,0.73,0.0,0.73,0.73,0.73,8,0.0,0.0,0.0,68.94,0.0,68.94,68.94,68.94,8,0.0,0.0,0.0,10.435833335,0.0,10.435833335,10.435833335,10.435833335,8,0.0,0.0,0.0,16.979166667125,0.0,16.979166667125,16.979166667125,16.979166667125,8,0.0,0.0,0.0,23.95333333,0.0,23.95333333,23.95333333,23.95333333,8,0.0,0.0,0.0,7.538333334,0.0,7.538333334,7.538333334,7.538333334,8,0.0,0.0,0.0,30.153333336,0.0,30.153333336,30.153333336,30.153333336,8,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,8,0.0,0.0,0.0,78.25,0.0,78.25,78.25,78.25,8,0.0,0.0,0.0,Teff
zone_14_15,14,mendeley_8v757rr4st_crop_recommendation_soil_weather,9,617,25,3,0.7777777777777778,ok,black,2,0.6666666666666666,0.0,5.657777777777778,0.2029025491324452,5.4,6.1,5.67,9,0.6999999999999993,0.035862587238649,0.0,0.17396298077777778,0.0491947288899464,0.1255,0.294666827,0.17,9,0.16916682700000002,0.28278849137902673,0.0,27.875555555555554,8.710905680684288,19.78,43.0,24.0,9,23.22,0.3124926304454663,0.0,270.74666666666667,161.28052455271842,92.0,524.72,209.0,9,432.72,0.5956879415667232,0.0,3.4066666666666667,1.6446580191638627,1.4,7.4,2.9,9,6.0,0.4827763265647346,0.0,14.444444444444445,2.846098694314337,11.0,19.0,14.0,9,8.0,0.1970376019140695,0.0,0.73,0.0,0.73,0.73,0.73,9,0.0,0.0,0.0,68.94,0.0,68.94,68.94,68.94,9,0.0,0.0,0.0,10.435833335,0.0,10.435833335,10.435833335,10.435833335,9,0.0,0.0,0.0,16.979166667125,0.0,16.979166667125,16.979166667125,16.979166667125,9,0.0,0.0,0.0,23.95333333,0.0,23.95333333,23.95333333,23.95333333,9,0.0,0.0,0.0,7.538333333999999,0.0,7.538333334,7.538333334,7.538333334,9,0.0,0.0,0.0,30.153333335999996,0.0,30.153333336,30.153333336,30.153333336,9,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,9,0.0,0.0,0.0,78.25,0.0,78.25,78.25,78.25,9,0.0,0.0,0.0,Wheat
zone_16_01,16,mendeley_8v757rr4st_crop_recommendation_soil_weather,45,231,9,8,0.6,ok,red,3,0.8461538461538461,0.0,5.650769230769231,0.24562899511024025,4.9,6.0,5.7,39,1.0999999999999996,0.04346824035438501,0.0,0.19563779533333334,0.02235181373159703,0.1503,0.232567949,0.1971,39,0.082267949,0.11425099988227409,0.0,4.458974358974359,2.169878476917174,1.63,11.0,4.0,39,9.370000000000001,0.48663174582961344,0.0,494.71794871794873,90.61339180622741,345.0,718.0,492.0,39,373.0,0.18316172283833673,0.0,2.1315384615384616,0.6611017059326383,1.1,4.2,2.2,39,3.1,0.3101523701596643,0.0,12.484615384615385,3.0427254456575312,7.3,19.4,12.0,39,12.099999999999998,0.2437179962633882,0.0,0.73,0.0,0.73,0.73,0.73,39,0.0,0.0,0.0,343.44,0.0,343.44,343.44,343.44,39,0.0,0.0,0.0,11.71416666575,0.0,11.71416666575,11.71416666575,11.71416666575,39,0.0,0.0,0.0,19.813333332875,0.0,19.813333332875,19.813333332875,19.813333332875,39,0.0,0.0,0.0,23.796666666999997,0.0,23.796666666999997,23.796666666999997,23.796666666999997,39,0.0,0.0,0.0,8.63166666575,0.0,8.63166666575,8.63166666575,8.63166666575,39,0.0,0.0,0.0,34.526666663,0.0,34.526666663,34.526666663,34.526666663,39,0.0,0.0,0.0,59.11,0.0,59.11,59.11,59.11,39,0.0,0.0,0.0,82.6,0.0,82.6,82.6,82.6,39,0.0,0.0,0.0,Maize
zone_16_08,16,mendeley_8v757rr4st_crop_recommendation_soil_weather,20,231,9,5,0.6,ok,red,3,0.8421052631578947,0.0,6.086842105263158,0.3661671238288595,5.65,7.2,6.1,19,1.5499999999999998,0.06015715825982128,0.0,0.23540925736842108,0.03889654280381736,0.189316373,0.3215,0.21567219,19,0.132183627,0.16522945290525828,0.0,9.738947368421051,6.482594554940383,3.0,29.0,7.0,19,26.0,0.6656360600079296,0.0,736.8421052631579,151.30185544793662,530.0,1063.0,722.0,19,533.0,0.20533823239362825,0.0,3.727368421052631,0.9877743900375403,2.04,6.1,3.6,19,4.06,0.265005837485361,0.0,11.021052631578948,3.6714482379222906,2.3,17.8,11.1,19,15.5,0.3331304513874093,0.0,0.73,0.0,0.73,0.73,0.73,19,0.0,0.0,0.0,343.44,0.0,343.44,343.44,343.44,19,0.0,0.0,0.0,11.71416666575,0.0,11.71416666575,11.71416666575,11.71416666575,19,0.0,0.0,0.0,19.813333332875,0.0,19.813333332875,19.813333332875,19.813333332875,19,0.0,0.0,0.0,23.796666666999997,0.0,23.796666666999997,23.796666666999997,23.796666666999997,19,0.0,0.0,0.0,8.63166666575,0.0,8.63166666575,8.63166666575,8.63166666575,19,0.0,0.0,0.0,34.526666663,0.0,34.526666663,34.526666663,34.526666663,19,0.0,0.0,0.0,59.10999999999999,0.0,59.11,59.11,59.11,19,0.0,0.0,0.0,82.6,0.0,82.6,82.6,82.6,19,0.0,0.0,0.0,Maize
